Post ID,Survey,Post Status,Created (UTC),Updated (UTC),Post Date (UTC),Council,Location.lat,Location.lon,Street,Photo,Photo 2,Notes
283,Parklets,published,13/12/2020 23:28,,13/12/2020 23:28,Hobsons Bay City Council,-37.859056,144.900347,Ferguson Street,,,Saigon Green
284,Parklets,published,13/12/2020 23:28,,13/12/2020 23:28,Hobsons Bay City Council,-37.859082,144.900679,Ferguson Street,,,Cocoa Latte Cafe
285,Parklets,published,13/12/2020 23:29,,13/12/2020 23:29,Hobsons Bay City Council,-37.859154,144.901844,The Strand,,,The Strand Seafood Restaurant & Top of the Bay
286,Parklets,published,13/12/2020 23:31,,13/12/2020 23:30,Hobsons Bay City Council,-37.862528,144.90272,Nelson Place,,,
287,Parklets,published,13/12/2020 23:31,,13/12/2020 23:31,Hobsons Bay City Council,-37.862944,144.903614,Nelson Place,,,Multiple businesses
288,Parklets,published,13/12/2020 23:32,,13/12/2020 23:32,Hobsons Bay City Council,-37.862901,144.905092,Syme Street,,,Multiple businesses
289,Parklets,published,13/12/2020 23:33,,13/12/2020 23:32,Hobsons Bay City Council,-37.863381,144.904988,Nelson Place,,,Multiple businesses
290,Parklets,published,13/12/2020 23:33,,13/12/2020 23:33,Hobsons Bay City Council,-37.863656,144.905642,Nelson Place,,,Hug A Mug
291,Parklets,published,13/12/2020 23:35,,13/12/2020 23:33,Hobsons Bay City Council,-37.864477,144.908323,Nelson Place,,,Porters Williamstown
292,Parklets,published,13/12/2020 23:36,,13/12/2020 23:35,Hobsons Bay City Council,-37.865206,144.909923,Nelson Place,,,Titanic Theatre Restaurant
293,Parklets,published,13/12/2020 23:37,,13/12/2020 23:36,Hobsons Bay City Council,-37.866201,144.906661,Cecil Street,,,Stags Head Hotel
294,Parklets,published,13/12/2020 23:37,,13/12/2020 23:37,Hobsons Bay City Council,-37.858209,144.890112,Ferguson Street,,,Platform 177
295,Parklets,published,17/12/2020 6:16,,17/12/2020 6:13,Yarra,-37.803804,144.977474,Brunswick Street,https://74ddb495e3f187ded630-0b4c691ea14dad11384ab079da46af4f.ssl.cf2.rackcdn.com/melbourneparklets.api.ushahidi.io/5/f/5fdaf7b1ab5ef-54076e16-c341-441d-b722-6c2cbfb42ff4.jpeg,,127 Brunswick St
296,Parklets,published,18/12/2020 8:13,,18/12/2020 8:12,Manningham,-37.752657,145.152161,Newmans Road,,,
297,Parklets,published,19/12/2020 22:03,,19/12/2020 22:00,City of Melbourne,-37.802638,144.946811,Queensberry st,https://74ddb495e3f187ded630-0b4c691ea14dad11384ab079da46af4f.ssl.cf2.rackcdn.com/melbourneparklets.api.ushahidi.io/5/f/5fde788f523bf-834f6628-5b06-4331-a97b-0bb040ae8dda.jpeg,,
298,Parklets,published,21/12/2020 8:36,,21/12/2020 8:35,Moreland,-37.722074,144.929173,Devon Road,,,
299,Parklets,published,21/12/2020 9:17,,21/12/2020 9:16,Mornington Peninsula,-38.357456,144.899321,Point Nepean Road,,,https://shape.mornpen.vic.gov.au/outdoor-dining
300,Parklets,published,21/12/2020 9:18,,21/12/2020 9:17,Mornington Peninsula,-38.355703,144.904944,Point Nepean Road,,,https://shape.mornpen.vic.gov.au/outdoor-dining
301,Parklets,published,22/12/2020 21:39,,22/12/2020 21:38,Melbourne,-37.804237,144.953669,Howard St,,,
302,Parklets,published,23/12/2020 5:59,,23/12/2020 5:57,Yarra,-37.799649,144.989117,Dight Street,https://74ddb495e3f187ded630-0b4c691ea14dad11384ab079da46af4f.ssl.cf2.rackcdn.com/melbourneparklets.api.ushahidi.io/5/f/5fe2dcaadc99e-d19eb8d0-2201-4940-a513-779410037576.jpeg,,Bendigo Hotel
303,Parklets,published,27/12/2020 4:12,,27/12/2020 4:01,Manningham,-37.752709,145.152452,Newmans Street,https://74ddb495e3f187ded630-0b4c691ea14dad11384ab079da46af4f.ssl.cf2.rackcdn.com/melbourneparklets.api.ushahidi.io/5/f/5fe8098f6d9d6-pxl_20201227_0146410153.jpg,https://74ddb495e3f187ded630-0b4c691ea14dad11384ab079da46af4f.ssl.cf2.rackcdn.com/melbourneparklets.api.ushahidi.io/5/f/5fe8098e8b3ad-pxl_20201227_0146476442_compress77.jpg,
304,Parklets,published,29/12/2020 5:09,,29/12/2020 5:05,Casey,-38.025904,145.30409,Webb Street,,,
305,Parklets,published,31/12/2020 3:19,,31/12/2020 3:16,Moreland,-37.722019,144.928637,Devon Road,https://74ddb495e3f187ded630-0b4c691ea14dad11384ab079da46af4f.ssl.cf2.rackcdn.com/melbourneparklets.api.ushahidi.io/5/f/5fed432337a2a-ab06fe2b-89cf-4b81-91e6-b8c84be25ffc.jpeg,,
306,Parklets,published,1/01/2021 6:11,,1/01/2021 6:09,Yarra,-37.816226,144.995177,Cameron Street,https://74ddb495e3f187ded630-0b4c691ea14dad11384ab079da46af4f.ssl.cf2.rackcdn.com/melbourneparklets.api.ushahidi.io/5/f/5feebcee343d6-dca2e076-7127-43a6-8ac7-2d56965e2dd6.jpeg,https://74ddb495e3f187ded630-0b4c691ea14dad11384ab079da46af4f.ssl.cf2.rackcdn.com/melbourneparklets.api.ushahidi.io/5/f/5feebcee6e2a4-10133e57-37cf-4892-be42-d0261043cc40.jpeg,Street closed at Lennox St
307,Parklets,published,2/01/2021 23:53,,2/01/2021 23:50,Colac Otway Shire,-38.756894,143.669588,Great Ocean Road,https://74ddb495e3f187ded630-0b4c691ea14dad11384ab079da46af4f.ssl.cf2.rackcdn.com/melbourneparklets.api.ushahidi.io/5/f/5ff10774adcbf-678e2b72-57eb-4a47-885d-9623a260b5a5.jpeg,,
308,Parklets,published,2/01/2021 23:58,,2/01/2021 23:53,Colac Otway Shire,-38.518707,143.714508,"Birregurra-Forrest Road, Forrest",https://74ddb495e3f187ded630-0b4c691ea14dad11384ab079da46af4f.ssl.cf2.rackcdn.com/melbourneparklets.api.ushahidi.io/5/f/5ff10885414a1-be74f13c-d4d9-47f9-a6f8-dfbb2ffda457.jpeg,,
309,Parklets,published,3/01/2021 0:02,,2/01/2021 23:59,City of Greater Bendigo,-36.758725,144.277268,"View St, Bendigo",https://74ddb495e3f187ded630-0b4c691ea14dad11384ab079da46af4f.ssl.cf2.rackcdn.com/melbourneparklets.api.ushahidi.io/5/f/5ff109987d524-ffa43ddc-f541-4a28-bf2f-be4bb5231f44.jpeg,,
310,Parklets,published,3/01/2021 0:08,,3/01/2021 0:05,City of Greater Bendigo,-36.758089,144.276523,"View St, Bendigo",https://74ddb495e3f187ded630-0b4c691ea14dad11384ab079da46af4f.ssl.cf2.rackcdn.com/melbourneparklets.api.ushahidi.io/5/f/5ff10afb1dccb-5767fb84-7fc9-4b5b-b911-251fcf2ed761.jpeg,,
311,Parklets,published,5/01/2021 9:12,,5/01/2021 9:10,Stonnington,-37.842642,144.994537,"Fitzgerald Street, South Yarra",https://74ddb495e3f187ded630-0b4c691ea14dad11384ab079da46af4f.ssl.cf2.rackcdn.com/melbourneparklets.api.ushahidi.io/5/f/5ff42d9232260-173d3f98-1602-4e2f-8fc0-5b920700b91e.jpeg,https://74ddb495e3f187ded630-0b4c691ea14dad11384ab079da46af4f.ssl.cf2.rackcdn.com/melbourneparklets.api.ushahidi.io/5/f/5ff42d922279d-72f854a5-bd35-485e-be48-e47cebe07e53.jpeg,
312,Parklets,draft,22/01/2021 5:58,,22/01/2021 5:56,Glen eira,-37.88659155,145.0247414,772 Glen Huntly Rd,,,@772 wine bar
313,Parklets,draft,18/02/2021 23:12,,18/02/2021 23:11,Yarra,-37.78215002,144.9733753,Pigdon,,,
314,Parklets,draft,18/02/2021 23:13,,18/02/2021 23:12,Yarra,-37.78836441,144.9721715,Rathdowne,,,
315,Parklets,draft,18/02/2021 23:14,,18/02/2021 23:13,Unknown,-37.79638237,144.9847676,Smith,,,
